Dynamic Spectral,PulseID,Source,Telescope,Date,Repeater,Receiver,Observing_band,MJD,GL,GB,SNR,DM_SNR,DM_SNR_err,DM_alig,DM_alig_err,Flux_density,Flux_density_err,Width,Width_err,Freq_high,Freq_low,Freq_peak,Fluence,Fluence_err,Energy,Energy_err,Polar_l,Polar_l_err,Polar_c,Polar_c_err,RM_syn,RM_syn_err,RM_QUfit,RM_QUfit_err,Scatt_t,Scatt_t_err,Scin_f,Scin_f_err,Reference
"",8438,FRB20220912A,CHIME,,Yes,,400-800,59877.2076596583,347.27,48.7,9,218.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8439,FRB20220912A,CHIME,,Yes,,400-800,59875.2075171403,347.27,48.7,8.8,220.4,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8440,FRB20220912A,CHIME,,Yes,,400-800,59875.2075271527,347.27,48.7,22.2,219.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8441,FRB20220912A,CHIME,,Yes,,400-800,59875.208298384,347.27,48.7,11.9,224.8,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8442,FRB20220912A,CHIME,,Yes,,400-800,59875.2097661174,347.27,48.7,8.9,219.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8443,FRB20220912A,CHIME,,Yes,,400-800,59875.2157412711,347.27,48.7,9.5,227.3,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8444,FRB20220912A,CHIME,,Yes,,400-800,59874.2161417803,347.27,48.7,14.9,222.4,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8445,FRB20220912A,CHIME,,Yes,,400-800,59874.2198624957,347.27,48.7,8.5,219.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8446,FRB20220912A,CHIME,,Yes,,400-800,59873.2135318205,347.27,48.7,9.4,224.8,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8447,FRB20220912A,CHIME,,Yes,,400-800,59873.2156228739,347.27,48.7,9.3,218.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8448,FRB20220912A,CHIME,,Yes,,400-800,59872.2244726119,347.27,48.7,10.6,220.4,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8449,FRB20220912A,CHIME,,Yes,,400-800,59870.226736462,347.27,48.7,9.1,219.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8450,FRB20220912A,CHIME,,Yes,,400-800,59867.2316541537,347.27,48.7,10.6,219.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8451,FRB20220912A,CHIME,,Yes,,400-800,59866.2350593974,347.27,48.7,11.6,218.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8452,FRB20220912A,CHIME,,Yes,,400-800,59866.2358714067,347.27,48.7,11.2,219.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8453,FRB20220912A,CHIME,,Yes,,400-800,59865.2366771468,347.27,48.7,13.8,222.4,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8454,FRB20220912A,CHIME,,Yes,,400-800,59865.2372666067,347.27,48.7,9.7,222.4,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8455,FRB20220912A,CHIME,,Yes,,400-800,59865.2426997231,347.27,48.7,15.8,218.4,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8456,FRB20220912A,CHIME,,Yes,,400-800,59864.2436772222,347.27,48.7,29,218.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8457,FRB20220912A,CHIME,,Yes,,400-800,59864.2452058494,347.27,48.7,11.4,219.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8458,FRB20220912A,CHIME,,Yes,,400-800,59837.3136411708,347.27,48.7,8.6,219.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8459,FRB20220912A,CHIME,,Yes,,400-800,59837.3138976714,347.27,48.7,8.6,221.2,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8460,FRB20220912A,CHIME,,Yes,,400-800,59834.3235020063,347.27,48.7,11.8,218.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8461,FRB20220912A,CHIME,,Yes,,400-800,,347.27,48.7,8.7,218.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20220912A
"",8462,FRB20210603A,CHIME,,No,,400-800,,119.71,-41.58,,,,500.147,+0.004/-0.004,64.9,+6.5/-6.5,,,,,,64.4,+6.5/-6.5,,,,,,,,,-219,+0.01/-0.01,,,,,https://doi.org/10.48550/arXiv.2307.09502
"",8463,FRB20190417A,CHIME,,Yes,,400-800,60465.45269724,91.5,17.4,13.1,,,1382.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20190417A
"",8464,FRB20190417A,CHIME,,Yes,,400-800,60471.433778755,91.5,17.4,11.8,,,1376.1,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20190417A
"",8465,FRB20200120E,CHIME,,Yes,,400-800,60444.102739871,142.19,41.22,20.4,87.7,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20200120E
"",8466,FRB20200120E,CHIME,,Yes,,400-800,60444.1040399591,142.19,41.22,10,87.7,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20200120E
https://fastlab-imgs.zero2x.org/img/plain,8467,FRB20200223B,CHIME,,Yes,,400-800,60515.5185757514,118.1,-33.9,10.4,199.8,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20200223B
https://fastlab-imgs.zero2x.org/img/plain,8468,FRB20210323C,CHIME,,Yes,,400-800,60432.0684310361,142.57,31.55,9.7,285.5,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20210323C
https://fastlab-imgs.zero2x.org/img/plain,8469,FRB20210323C,CHIME,,Yes,,400-800,60434.0650105327,142.57,31.55,10.3,283.5,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20210323C
https://fastlab-imgs.zero2x.org/img/plain,8470,FRB20180916B,CHIME,,Yes,,400-800,60450.7491938675,129.71,3.73,26.3,,,350.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20180916B
https://fastlab-imgs.zero2x.org/img/plain,8471,FRB20180916B,CHIME,,Yes,,400-800,60450.752714516,129.71,3.73,9,,,348.2,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20180916B
https://fastlab-imgs.zero2x.org/img/plain,8472,FRB20180916B,CHIME,,Yes,,400-800,60499.618684828,129.71,3.73,26.7,,,348.6,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20180916B
https://fastlab-imgs.zero2x.org/img/plain,8473,FRB20180916B,CHIME,,Yes,,400-800,60499.6281981069,129.71,3.73,14.8,,,350.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20180916B
https://fastlab-imgs.zero2x.org/img/plain,8474,FRB20180916B,CHIME,,Yes,,400-800,60532.532712381,129.71,3.73,35.9,,,349.8,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20180916B
https://fastlab-imgs.zero2x.org/img/plain,8475,FRB20180916B,CHIME,,Yes,,400-800,60532.535100258,129.71,3.73,21.1,,,349,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20180916B
https://fastlab-imgs.zero2x.org/img/plain,8476,FRB20210323C,CHIME,,Yes,,400-800,60545.7452161799,142.57,31.55,8.7,284.3,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20210323C
"",8477,FRB20190117A,CHIME,,Yes,,400-800,60540.3498456047,76.4,-30.3,13.5,399.5,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20190117A
"",8478,FRB20240316A,CHIME,,Yes,,400-800,60385.8282643728,105.47,-28.0,7.6,356.3,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8479,FRB20240316A,CHIME,,Yes,,400-800,60513.4851295502,105.47,-28.0,8.5,357.5,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8480,FRB20240316A,CHIME,,Yes,,400-800,60513.4839675503,105.47,-28.0,16.9,354.2,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8481,FRB20240316A,CHIME,,Yes,,400-800,60513.482068241,105.47,-28.0,13,350.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8482,FRB20240316A,CHIME,,Yes,,400-800,60513.4813796952,105.47,-28.0,10.1,350.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8483,FRB20240316A,CHIME,,Yes,,400-800,60514.4807436827,105.47,-28.0,12.6,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8484,FRB20240316A,CHIME,,Yes,,400-800,60514.4830996656,105.47,-28.0,9.3,349,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8485,FRB20240316A,CHIME,,Yes,,400-800,60514.483913876,105.47,-28.0,9,353.4,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8486,FRB20240316A,CHIME,,Yes,,400-800,60514.4851393043,105.47,-28.0,14.8,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8487,FRB20240316A,CHIME,,Yes,,400-800,60514.4895169523,105.47,-28.0,9.2,347.8,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8488,FRB20240316A,CHIME,,Yes,,400-800,60515.480099109,105.47,-28.0,8.9,347.4,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8489,FRB20240316A,CHIME,,Yes,,400-800,60515.4734557668,105.47,-28.0,10.3,347.8,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8490,FRB20240316A,CHIME,,Yes,,400-800,60515.4846206623,105.47,-28.0,9.5,350.6,+0.4/-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8491,FRB20240316A,CHIME,,Yes,,400-800,60515.4766102434,105.47,-28.0,13,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8492,FRB20240316A,CHIME,,Yes,,400-800,60515.4783041152,105.47,-28.0,9.9,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8493,FRB20240316A,CHIME,,Yes,,400-800,60515.4794656482,105.47,-28.0,19.7,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8494,FRB20240316A,CHIME,,Yes,,400-800,60515.4825977818,105.47,-28.0,12,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8495,FRB20240316A,CHIME,,Yes,,400-800,60515.4789177839,105.47,-28.0,15.6,354.2,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8496,FRB20240316A,CHIME,,Yes,,400-800,60515.4859649025,105.47,-28.0,10.5,354.2,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8497,FRB20240316A,CHIME,,Yes,,400-800,60515.4789199104,105.47,-28.0,10.3,355,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8498,FRB20240316A,CHIME,,Yes,,400-800,60515.4816159338,105.47,-28.0,11.5,358.3,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8499,FRB20240316A,CHIME,,Yes,,400-800,60515.4809177464,105.47,-28.0,12.1,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8500,FRB20240316A,CHIME,,Yes,,400-800,60516.4775736092,105.47,-28.0,11.5,350.2,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8501,FRB20240316A,CHIME,,Yes,,400-800,60516.4775719639,105.47,-28.0,13.3,357.5,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8502,FRB20240316A,CHIME,,Yes,,400-800,60517.4726201445,105.47,-28.0,9.9,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8503,FRB20240316A,CHIME,,Yes,,400-800,60517.4737015706,105.47,-28.0,18.5,351,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8504,FRB20240316A,CHIME,,Yes,,400-800,60517.4754228811,105.47,-28.0,10,354.2,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8505,FRB20240316A,CHIME,,Yes,,400-800,60517.4759921695,105.47,-28.0,9.3,351.8,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8506,FRB20240316A,CHIME,,Yes,,400-800,60517.4759964662,105.47,-28.0,9.6,357.5,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8507,FRB20240316A,CHIME,,Yes,,400-800,60517.4760528724,105.47,-28.0,12.3,347,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8508,FRB20240316A,CHIME,,Yes,,400-800,60517.4760544925,105.47,-28.0,15.1,360.7,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8509,FRB20240316A,CHIME,,Yes,,400-800,60527.4472406006,105.47,-28.0,12.5,351.8,+0.8/-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8510,FRB20240316A,CHIME,,Yes,,400-800,60527.4478750771,105.47,-28.0,17.5,354.2,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8511,FRB20240316A,CHIME,,Yes,,400-800,60542.406548886,105.47,-28.0,9,347.8,+1.6/-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chime-frb.ca/repeaters/FRB20240316A
"",8513,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.8078763,57.73,-31.68,,527.2,+2.28/-2.28,,,,,,,841,721,,,,,,89.9,+9.6/-9.6,21.5,+7.3/-7.3,,,352,+9/-3,,,,,
"",8514,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80861473,57.73,-31.68,,529.3,+0.13/-0.13,,,,,,,920,721,,,,,,92.2,+4.3/-4.3,5.4,+3.2/-3.2,,,350,+3/-9,,,,,
"",8515,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80920579,57.73,-31.68,,528,+1.8/-1.8,,,,,,,919,760,,,,,,108.6,+11.4/-11.4,-12,+7.8/-7.8,,,334,+4/-4,,,,,
"",8516,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80920636,57.73,-31.68,,528.2,+0.07/-0.07,,,,,,,919,721,,,,,,90.1,+3.6/-3.6,-0.9,+2.7/-2.7,,,360,+17/-1,,,,,
"",8517,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80920662,57.73,-31.68,,527.7,+2.14/-2.14,,,,,,,809,721,,,,,,131.3,+21.2/-21.2,-17.6,+13/-13,,,352,+9/-7,,,,,
"",8518,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80929129,57.73,-31.68,,528.5,+0.4/-0.4,,,,,,,850,721,,,,,,91.7,+8.1/-8.1,12.3,+6/-6,,,342,+4/-4,,,,,
"",8519,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80937915,57.73,-31.68,,528.4,+0.06/-0.06,,,,,,,898,721,,,,,,96.6,+1.2/-1.2,-6.2,+0.9/-0.9,,,345,+4/-6,,,,,
"",8520,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80939652,57.73,-31.68,,528.2,+0.11/-0.11,,,,,,,835,721,,,,,,102.3,+5.1/-5.1,0.3,+3.6/-3.6,,,349,+4/-3,,,,,
"",8521,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80943439,57.73,-31.68,,527.9,+2.25/-2.25,,,,,,,810,721,,,,,,97.4,+7.7/-7.7,-12.3,+5.6/-5.6,,,354,+7/-5,,,,,
"",8522,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80962226,57.73,-31.68,,527.5,+2.15/-2.15,,,,,,,847,721,,,,,,,,,,,,,,,,,,
"",8523,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80992599,57.73,-31.68,,527.1,+2.12/-2.12,,,,,,,919,784,,,,,,,,,,,,,,,,,,
"",8524,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.80992649,57.73,-31.68,,528.3,+0.14/-0.14,,,,,,,860,721,,,,,,93.6,+4.7/-4.7,16.4,+3.5/-3.5,,,350,+8/-2,,,,,
"",8525,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81159294,57.73,-31.68,,528.6,+0.16/-0.16,,,,,,,919,730,,,,,,92.5,+5.1/-5.1,12.5,+3.8/-3.8,,,356,+4/-2,,,,,
"",8526,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81164679,57.73,-31.68,,528,+0.12/-0.12,,,,,,,913,721,,,,,,86.2,+5.5/-5.5,-2.2,+4.2/-4.2,,,362,+19/-1,,,,,
"",8527,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81197977,57.73,-31.68,,528.3,+1.06/-1.06,,,,,,,908,721,,,,,,91.2,+9.8/-9.8,9,+7.2/-7.2,,,354,+8/-1,,,,,
"",8528,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81317593,57.73,-31.68,,529,+2.37/-2.37,,,,,,,819,721,,,,,,107.1,+17.6/-17.6,-8.4,+12.1/-12.1,,,344,+6/-6,,,,,
"",8529,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81409316,57.73,-31.68,,527.4,+2.84/-2.84,,,,,,,919,802,,,,,,93.1,+9.3/-9.3,-6.5,+6.8/-6.8,,,338,+6/-5,,,,,
"",8530,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81424823,57.73,-31.68,,527.8,+0.15/-0.15,,,,,,,912,721,,,,,,99,+1.6/-1.6,6.4,+1.1/-1.1,,,350,+3/-11,,,,,
"",8531,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81594245,57.73,-31.68,,527.8,+2.58/-2.58,,,,,,,919,743,,,,,,87.8,+13/-13,-1.9,+9.7/-9.7,,,346,+6/-8,,,,,
"",8532,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81780266,57.73,-31.68,,528,+2.01/-2.01,,,,,,,919,722,,,,,,,,,,,,,,,,,,
"",8533,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.81798173,57.73,-31.68,,527.7,+2.3/-2.3,,,,,,,919,737,,,,,,98.9,+11/-11,-8.1,+7.9/-7.9,,,365,+2/-3,,,,,
"",8534,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82003924,57.73,-31.68,,528.3,+0.05/-0.05,,,,,,,919,721,,,,,,101.4,+3.9/-3.9,-14.4,+2.7/-2.7,,,345,+2/-13,,,,,
"",8535,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82051636,57.73,-31.68,,527.7,+1.95/-1.95,,,,,,,810,721,,,,,,66,+6.1/-6.1,30.7,+5.3/-5.3,,,350,+5/-4,,,,,
"",8536,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82062889,57.73,-31.68,,529.2,+0.32/-0.32,,,,,,,824,721,,,,,,95.2,+2.3/-2.3,-10.4,+1.7/-1.7,,,342,+4/-4,,,,,
"",8537,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82092492,57.73,-31.68,,529.8,+1.1/-1.1,,,,,,,919,787,,,,,,102.8,+7/-7,-4.3,+4.9/-4.9,,,351,+6/-12,,,,,
"",8538,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.8221893,57.73,-31.68,,527.7,+2.04/-2.04,,,,,,,919,786,,,,,,92.9,+23.3/-23.3,16.7,+17.3/-17.3,,,355,+8/-7,,,,,
"",8539,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82531996,57.73,-31.68,,528.6,+0.26/-0.26,,,,,,,849,721,,,,,,90.2,+6.1/-6.1,20.4,+4.6/-4.6,,,348,+5/-8,,,,,
"",8540,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82614333,57.73,-31.68,,526.9,+1.55/-1.55,,,,,,,866,721,,,,,,,,,,,,,,,,,,
"",8541,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82826074,57.73,-31.68,,528.4,+0.19/-0.19,,,,,,,920,804,,,,,,101.5,+8.3/-8.3,-1.1,+5.8/-5.8,,,351,+4/-5,,,,,
"",8542,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82923569,57.73,-31.68,,527.6,+2.06/-2.06,,,,,,,919,760,,,,,,,,,,,,,,,,,,
"",8543,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82974274,57.73,-31.68,,527.9,+0.09/-0.09,,,,,,,872,721,,,,,,91.7,+3.5/-3.5,-9,+2.6/-2.6,,,345,+3/-3,,,,,
"",8544,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.82982649,57.73,-31.68,,528.6,+2.14/-2.14,,,,,,,805,721,,,,,,,,,,,,,,,,,,
"",8545,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83007895,57.73,-31.68,,528.1,+2.68/-2.68,,,,,,,884,721,,,,,,113.6,+8.8/-8.8,22.2,+6/-6,,,345,+14/-1,,,,,
"",8546,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83033947,57.73,-31.68,,528.5,+2.64/-2.64,,,,,,,776,732,,,,,,,,,,,,,,,,,,
"",8547,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.8330557,57.73,-31.68,,528.5,+0.04/-0.04,,,,,,,920,721,,,,,,93.8,+0.9/-0.9,18,+0.6/-0.6,,,351,+8/-0,,,,,
"",8548,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83453665,57.73,-31.68,,528,+0.21/-0.21,,,,,,,906,721,,,,,,85.4,+7.9/-7.9,14.3,+6.1/-6.1,,,352,+2/-3,,,,,
"",8549,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83504002,57.73,-31.68,,529.9,+1.03/-1.03,,,,,,,919,764,,,,,,121.8,+14.2/-14.2,2,+9/-9,,,335,+3/-4,,,,,
"",8550,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83511339,57.73,-31.68,,528.2,+2.37/-2.37,,,,,,,919,781,,,,,,107.8,+20.4/-20.4,-14.9,+14/-14,,,348,+5/-21,,,,,
"",8551,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83529264,57.73,-31.68,,528.7,+0.08/-0.08,,,,,,,919,721,,,,,,99.9,+3.3/-3.3,1.7,+2.3/-2.3,,,347,+4/-1,,,,,
"",8552,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83708039,57.73,-31.68,,528.8,+2.36/-2.36,,,,,,,919,721,,,,,,,,,,,,,,,,,,
"",8553,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83781045,57.73,-31.68,,527.5,+0.27/-0.27,,,,,,,784,721,,,,,,92.1,+9.8/-9.8,10.8,+7.2/-7.2,,,337,+8/-10,,,,,
"",8554,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83796815,57.73,-31.68,,528.4,+0.73/-0.73,,,,,,,919,723,,,,,,97.6,+8.9/-8.9,18.2,+6.5/-6.5,,,350,+10/-1,,,,,
"",8555,FRB20240114A,GBT,,Yes,PF1 800 MHz,720-920,60363.83821713,57.73,-31.68,,528,+2.64/-2.64,,,,,,,815,721,,,,,,109.4,+18.3/-18.3,-15,+12.5/-12.5,,,343,+6/-7,,,,,
